Program,Study year,Semester,Course,Student ID,Position in Rating,Average Grade,Minimal Grade,Percentile,GPA
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 8643540,6,9.14,8,5.62%,9.27
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 5270144,7 - 8,9.29,8,6.74%,9.23
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 6440682,7 - 8,9,8,6.74%,9.23
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 5413570,9,8.86,8,8.99%,9.18
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 563466,10,9,8,10.11%,9.09
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2486393,11 - 12,8.86,6,11.24%,9.05
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 7047771,11 - 12,9.14,8,11.24%,9.05
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 9067098,13,8.71,8,13.48%,9.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2736060,14,8.71,8,14.61%,8.95
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 7022711,15,8.71,8,15.73%,8.86
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3818335,16,8.43,7,16.85%,8.82
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 9127077,17 - 19,8.43,8,17.98%,8.73
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 5235347,17 - 19,8.43,7,17.98%,8.73
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3180523,17 - 19,8.86,8,17.98%,8.73
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 418608,20,8.57,8,21.35%,8.68
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 7963650,21 - 22,8.57,7,22.47%,8.64
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3327785,21 - 22,9,8,22.47%,8.64
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 7039983,23,8.29,6,24.72%,8.59
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2754643,24,8.71,8,25.84%,8.55
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 9413743,25 - 26,8.57,7,26.97%,8.50
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 324346,25 - 26,8.57,8,26.97%,8.50
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 8610725,27 - 28,8.43,8,29.21%,8.41
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 6874441,27 - 28,8,7,29.21%,8.41
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 234323,29 - 32,8.29,6,31.46%,8.36
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 4218871,29 - 32,7.86,6,31.46%,8.36
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1091028,29 - 32,8,6,31.46%,8.36
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 8448154,29 - 32,8.57,7,31.46%,8.36
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3535696,33 - 35,8.29,7,35.96%,8.27
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 27299,33 - 35,8.57,7,35.96%,8.27
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1294652,33 - 35,8.14,7,35.96%,8.27
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3468400,36,8.43,7,39.33%,8.23
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3900304,37 - 40,8.57,7,40.45%,8.18
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 5686563,37 - 40,8.29,7,40.45%,8.18
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 5172236,37 - 40,7.86,6,40.45%,8.18
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 8835159,37 - 40,8.43,7,40.45%,8.18
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 9890711,41 - 43,8.43,6,44.94%,8.14
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1864766,41 - 43,8.14,7,44.94%,8.14
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 7890063,41 - 43,8.29,7,44.94%,8.14
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 4898078,44,8.14,7,48.31%,8.09
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 8098501,45 - 46,7.86,7,49.44%,8.05
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 646796,45 - 46,8.29,6,49.44%,8.05
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 5671258,47 - 48,8.14,7,51.69%,7.95
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1790668,47 - 48,7.71,5,51.69%,7.95
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1633,49,8.14,7,53.93%,7.86
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3925883,50,7.86,7,55.06%,7.82
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 9321057,51 - 52,7.86,6,56.18%,7.77
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3495436,51 - 52,7.71,6,56.18%,7.77
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2619668,53 - 54,8.29,6,58.43%,7.73
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 5932164,53 - 54,8,6,58.43%,7.73
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2574570,55,7.71,6,60.67%,7.68
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 7808950,56,7.71,7,61.8%,7.59
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1502598,57,7.71,7,62.92%,7.55
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3648168,58,7.14,6,64.04%,7.50
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1749649,59,7.71,6,65.17%,7.45
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1024458,60 - 61,7.86,6,66.29%,7.41
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 7284466,60 - 61,7.71,6,66.29%,7.41
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 8939566,62,7.71,6,68.54%,7.36
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 714361,63,7.71,5,69.66%,7.32
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 7141801,64 - 65,7.43,6,70.79%,7.27
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 7673268,64 - 65,7.43,6,70.79%,7.27
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1513392,66 - 68,7.86,6,73.03%,7.23
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2928515,66 - 68,7.71,6,73.03%,7.23
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 4773639,66 - 68,7.43,7,73.03%,7.23
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3932641,69 - 70,7.57,5,76.4%,7.14
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2634522,69 - 70,7.43,6,76.4%,7.14
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1190119,71,7.43,6,78.65%,6.91
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2620734,72,7.14,5,79.78%,6.82
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 9881491,73,7,5,80.9%,6.73
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 178591,74,7.29,4,82.02%,6.59
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1809128,75,6.57,4,83.15%,6.50
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 9836040,76,6.63,7,84.27%,6.44
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2263501,77,6.71,5,85.39%,6.41
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2389029,78 - 80,6.57,5,86.52%,6.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 3593870,78 - 80,6.57,5,86.52%,6.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 4030133,78 - 80,6.71,3,86.52%,6.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 178379,81,6.86,3,89.89%,5.59
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 5049364,82,6.71,3,91.01%,5.55
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 9986435,83,6,4,92.13%,5.32
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 9357723,84,6.29,2,93.26%,5.27
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 502461,85,5.14,1,94.38%,4.05
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 1617235,86,3.57,0,95.51%,2.41
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 2716620,87,3.57,0,96.63%,2.23
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 4807366,88 - 89,,,100%,0.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,1,Студент 4835952,88 - 89,,,100%,0.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7307743,1,9,9,0%,9.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 3996128,2,8.67,8,1.18%,8.52
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 8217619,3 - 4,8.33,8,2.35%,8.29
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1208603,3 - 4,8.5,7,2.35%,8.29
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 5929658,5 - 6,8.33,7,4.71%,8.24
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 4547412,5 - 6,8.17,7,4.71%,8.24
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 3759374,7,8.33,8,7.06%,8.19
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 6303376,8,8.33,7,8.24%,8.10
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 4310461,9,8,7,9.41%,8.05
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7113516,10 - 11,7.83,6,10.59%,8.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1548425,10 - 11,8,8,10.59%,8.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7511944,12 - 13,8,7,12.94%,7.90
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 2277102,12 - 13,8.17,7,12.94%,7.90
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1602541,14,7.83,7,15.29%,7.86
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 2701966,15 - 18,7.83,7,16.47%,7.81
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 5250569,15 - 18,8,7,16.47%,7.81
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 242500,15 - 18,7.83,7,16.47%,7.81
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 6056153,15 - 18,7.83,7,16.47%,7.81
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 4512082,19 - 21,7.67,6,21.18%,7.71
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 3837974,19 - 21,8,6,21.18%,7.71
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 2950330,19 - 21,7.83,7,21.18%,7.71
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 5517664,22 - 23,7.67,6,24.71%,7.62
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7969485,22 - 23,7.67,6,24.71%,7.62
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 2652615,24,7.67,7,27.06%,7.57
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 3109491,25,7.5,6,28.24%,7.48
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 6667705,26 - 28,7.5,7,29.41%,7.43
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 9831931,26 - 28,7.5,7,29.41%,7.43
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 6819381,26 - 28,7.5,7,29.41%,7.43
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1129082,29 - 32,7.33,6,32.94%,7.33
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 4358522,29 - 32,7.17,6,32.94%,7.33
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 5605978,29 - 32,7.33,6,32.94%,7.33
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 8992755,29 - 32,7.5,6,32.94%,7.33
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 8923008,33,7.33,7,37.65%,7.29
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7029105,34 - 35,7.33,6,38.82%,7.24
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1298243,34 - 35,7.17,7,38.82%,7.24
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 3146932,36,7.33,6,41.18%,7.19
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 87251,37,7,6,42.35%,7.14
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1647970,38 - 39,7,6,43.53%,7.05
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 6816542,38 - 39,7,5,43.53%,7.05
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 6440181,40,7.17,6,45.88%,7.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 6861446,41,7.17,5,47.06%,6.95
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1806369,42,7,6,48.24%,6.90
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 8607315,43 - 47,6.83,5,49.41%,6.81
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 8432145,43 - 47,6.83,6,49.41%,6.81
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 6821445,43 - 47,6.83,6,49.41%,6.81
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 602279,43 - 47,6.83,6,49.41%,6.81
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 9935961,43 - 47,7,6,49.41%,6.81
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 3504811,48 - 50,6.67,6,55.29%,6.76
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7859616,48 - 50,6.67,6,55.29%,6.76
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 6325391,48 - 50,6.67,6,55.29%,6.76
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 5298969,51 - 52,6.67,6,58.82%,6.71
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1533081,51 - 52,6.67,6,58.82%,6.71
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 4659618,53,6.83,6,61.18%,6.67
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1962988,54,6.5,6,62.35%,6.62
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 3812480,55 - 57,6.67,5,63.53%,6.57
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 9900053,55 - 57,6.5,6,63.53%,6.57
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7362069,55 - 57,6.83,5,63.53%,6.57
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 8088301,58 - 59,6.67,6,67.06%,6.48
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7889675,58 - 59,6.5,6,67.06%,6.48
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 8652527,60,6.33,6,69.41%,6.43
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1643798,61 - 62,6.67,6,70.59%,6.38
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1719923,61 - 62,6.33,6,70.59%,6.38
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 5977801,63,6.33,5,72.94%,6.33
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 9991562,64 - 65,6.33,5,74.12%,6.19
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 6100884,64 - 65,6.33,4,74.12%,6.19
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7500740,66,6,5,76.47%,5.95
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 1935312,67,5.83,5,77.65%,5.90
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 4808296,68,5.67,3,78.82%,5.67
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 8277561,69,5.5,4,80%,5.43
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 9224908,70,5.5,5,81.18%,5.38
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 2944570,71 - 72,5.67,4,82.35%,5.33
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 3902124,71 - 72,5.5,4,82.35%,5.33
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 9768455,73 - 74,5.17,4,84.71%,5.10
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 277355,73 - 74,5,4,84.71%,5.10
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7053021,75,5,3,87.06%,4.90
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 701793,76,4.83,2,88.24%,4.57
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7096934,77,4.5,0,89.41%,4.48
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 4451728,78 - 79,4.5,0,90.59%,4.24
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7227040,78 - 79,4.33,0,90.59%,4.24
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 3712157,80,4.5,0,92.94%,3.95
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 7312488,81,3.83,0,94.12%,3.62
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 3387698,82,2.33,0,95.29%,2.48
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 9951179,83,0.5,4,96.47%,0.57
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 4641552,84,0.71,0,97.65%,0.42
Инфокоммуникационные технологии и системы связи,2024/2025,1,2,Студент 5830598,85,0.17,0,98.82%,0.19
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 2691418,1,8.5,8,0%,8.43
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 6101074,2,8.33,7,2.44%,8.33
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 4918929,3 - 4,7.5,6,4.88%,7.57
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 1062497,3 - 4,7.5,6,4.88%,7.57
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 7494506,5,7.17,6,9.76%,7.48
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 5999040,6,7,5,12.2%,7.40
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 9198896,7,7,5,14.63%,7.30
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 7784253,8,7.17,6,17.07%,7.24
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 4847522,9,7.17,6,19.51%,7.05
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 4310292,10,6.83,6,21.95%,6.95
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 1549381,11,6.83,6,24.39%,6.81
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 6140923,12,6.67,6,26.83%,6.71
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 4645167,13,6.67,5,29.27%,6.62
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 2151312,14,6.5,6,31.71%,6.48
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 4010426,15,6.33,4,34.15%,6.38
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 4785211,16,6.33,6,36.59%,6.33
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 8576973,17,6.33,5,39.02%,6.29
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 5824473,18,5.83,5,41.46%,6.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 2701701,19,5.83,5,43.9%,5.90
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 383363,20,5.67,4,46.34%,5.90
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 1328659,21,5.57,4,48.78%,5.89
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 4202292,22,5.83,4,51.22%,5.86
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 6990805,23,5.86,4,53.66%,5.73
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 8458001,24,5.83,4,56.1%,5.62
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 3285959,25,5.5,4,58.54%,5.57
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 647037,26,5.33,4,60.98%,5.48
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 7810951,27,5.5,4,63.41%,5.43
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 3704961,28,5.14,4,65.85%,5.32
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 337515,29,5.33,4,68.29%,5.24
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 5458941,30,5.17,4,70.73%,5.19
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 9752637,31 - 32,5.2,4,73.17%,5.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 8342260,31 - 32,5.17,4,73.17%,5.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 4690678,33,4.83,4,78.05%,4.95
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 760523,34,4.83,4,80.49%,4.90
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 3393609,35,4.83,4,82.93%,4.76
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 489710,36,4.8,3,85.37%,4.71
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 1047113,37,4.6,4,87.8%,4.69
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 8077126,38,4.82,4,90.24%,4.43
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 3111352,39,4.33,4,92.68%,4.38
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 9356750,40 - 41,0,,100%,0.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,3,Студент 5073311,40 - 41,0,,100%,0.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6248718,1,8.83,7,0%,8.78
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 4146712,2 - 4,8.5,8,1.56%,8.52
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 1884391,2 - 4,8.5,8,1.56%,8.52
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 678163,2 - 4,8.5,8,1.56%,8.52
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 8918182,5 - 6,8.33,8,6.25%,8.35
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6876601,5 - 6,8.33,8,6.25%,8.35
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6840745,7 - 11,8.17,8,9.38%,8.17
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 2469622,7 - 11,8.17,8,9.38%,8.17
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 3021877,7 - 11,8.17,8,9.38%,8.17
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6174037,7 - 11,8.17,7,9.38%,8.17
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6989875,7 - 11,8.17,7,9.38%,8.17
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 1219810,12,8.17,6,17.19%,8.09
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6531906,13 - 14,8,7,18.75%,8.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 2960241,13 - 14,8,7,18.75%,8.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 9938578,15,7.83,7,21.88%,7.87
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 475619,16 - 22,7.83,7,23.44%,7.83
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 9606887,16 - 22,7.83,7,23.44%,7.83
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6963311,16 - 22,7.83,7,23.44%,7.83
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 1608054,16 - 22,7.83,6,23.44%,7.83
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 1725174,16 - 22,7.83,7,23.44%,7.83
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 2552325,16 - 22,7.83,5,23.44%,7.83
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 7731517,16 - 22,7.83,7,23.44%,7.83
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6149312,23,7.67,6,34.38%,7.70
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 977996,24,7.67,6,35.94%,7.65
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 4274280,25 - 26,7.5,7,37.5%,7.52
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 900392,25 - 26,7.5,6,37.5%,7.52
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 3172222,27,7.5,6,40.63%,7.48
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 1722125,28 - 34,7.33,5,42.19%,7.30
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 3529992,28 - 34,7.33,6,42.19%,7.30
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 5710852,28 - 34,7.33,6,42.19%,7.30
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 2620798,28 - 34,7.33,6,42.19%,7.30
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 889969,28 - 34,7.33,6,42.19%,7.30
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 1303928,28 - 34,7.33,6,42.19%,7.30
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 7616249,28 - 34,7.33,4,42.19%,7.30
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 9173536,35,7.17,6,53.13%,7.22
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 2090724,36,7.17,4,54.69%,7.13
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 7423471,37 - 40,7,4,56.25%,6.96
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 1258083,37 - 40,7,6,56.25%,6.96
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 3424465,37 - 40,7,4,56.25%,6.96
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 1108736,37 - 40,7,4,56.25%,6.96
